yyyyjjj, 91F8, 92B7, 9338, 9406, 98E6, 9BC5, 9D7C, AB13,
2020082,    1,    0,    0,    1,    0,    0,    0,    0,
2020083,    1,    0,    0,    1,    0,    0,    0,    0,
2020084,    1,    0,    0,    1,    0,    0,    0,    0,
2020085,    1,    0,    0,    1,    0,    0,    0,    0,
2020086,    1,    0,    0,    1,    0,    0,    0,    0,
2020087,    1,    0,    0,    1,    0,    0,    0,    0,
2020088,    1,    0,    0,    1,    0,    0,    0,    0,
2020089,    1,    0,    0,    1,    0,    0,    0,    0,
2020090,    1,    0,    0,    1,    0,    0,    0,    0,
2020091,    1,    0,    0,    1,    0,    0,    0,    0,
2020092,    1,    0,    0,    1,    0,    0,    0,    0,
2020093,    1,    0,    0,    1,    0,    0,    0,    0,
2020094,    0,    0,    0,    0,    0,    0,    0,    0,
2020095,    0,    0,    0,    0,    0,    0,    0,    0,
2020096,    0,    0,    0,    0,    0,    0,    0,    0,
2020097,    0,    0,    0,    0,    0,    0,    0,    0,
2020098,    0,    0,    0,    0,    0,    0,    0,    0,
2020099,    0,    0,    0,    0,    0,    0,    0,    0,
2020100,    0,    0,    0,    0,    0,    0,    0,    0,
2020101,    0,    0,    0,    0,    0,    0,    0,    0,
2020102,    0,    0,    0,    0,    0,    0,    0,    0,
2020103,    0,    0,    0,    0,    0,    0,    0,    0,
2020104,    0,    0,    0,    0,    0,    0,    0,    0,
2020105,    0,    0,    0,    0,    0,    0,    0,    0,
2020106,    0,    0,    0,    0,    0,    0,    0,    0,
2020107,    0,    0,    0,    0,    0,    0,    0,    0,
2020108,    0,    0,    0,    0,    0,    0,    0,    0,
2020109,    0,    0,    0,    0,    0,    0,    0,    0,
2020110,    0,    0,    0,    0,    0,    0,    0,    0,
2020111,    0,    0,    0,    0,    0,    0,    0,    0,
2020112,    0,    0,    0,    0,    0,    0,    0,    0,
2020113,    0,    0,    0,    0,    0,    0,    0,    0,
2020114,    0,    0,    0,    0,    0,    0,    0,    0,
2020115,    0,    0,    0,    0,    0,    0,    0,    0,
2020116,    0,    0,    0,    0,    0,    0,    0,    0,
2020117,    0,    0,    0,    0,    0,    0,    0,    0,
2020118,    0,    0,    0,    0,    0,    0,    0,    0,
2020119,    0,    0,    0,    0,    0,    0,    0,    0,
2020120,    0,    0,    0,    0,    0,    0,    0,    0,
2020121,    0,    0,    0,    0,    0,    0,    0,    0,
2020122,    0,    0,    0,    0,    0,    0,    0,    0,
2020123,    0,    0,    0,    0,    0,    0,    0,    0,
2020124,    0,    0,    0,    0,    0,    0,    0,    0,
2020125,    0,    0,    0,    0,    0,    0,    0,    0,
2020126,    0,    0,    0,    0,    0,    0,    0,    0,
2020127,    0,    0,    0,    0,    0,    0,    0,    0,
2020128,    0,    0,    0,    0,    0,    0,    0,    0,
2020129,    0,    0,    0,    0,    0,    0,    0,    0,
2020130,    0,    0,    0,    0,    0,    0,    0,    0,
2020131,    0,    0,    0,    0,    0,    0,    0,    0,
2020132,    0,    0,    0,    0,    0,    0,    0,    0,
2020133,    0,    0,    0,    0,    0,    0,    0,    0,
2020134,    0,    0,    0,    0,    0,    0,    0,    0,
2020135,    0,    0,    0,    0,    0,    0,    0,    0,
2020136,    0,    0,    0,    0,    0,    0,    0,    0,
2020137,    0,    0,    0,    0,    0,    0,    0,    0,
2020138,    0,    0,    0,    0,    0,    0,    0,    0,
2020139,    0,    0,    0,    0,    0,    0,    0,    0,
2020140,    0,    0,    0,    0,    0,    0,    0,    0,
2020141,    0,    0,    0,    0,    0,    0,    0,    0,
2020142,    0,    0,    0,    0,    0,    0,    0,    0,
2020143,    0,    0,    0,    0,    0,    0,    0,    0,
2020144,    0,    0,    0,    0,    0,    0,    0,    0,
2020145,    0,    0,    0,    0,    0,    0,    0,    0,
2020146,    0,    0,    0,    0,    0,    0,    0,    0,
2020147,    0,    0,    0,    0,    0,    0,    0,    0,
2020148,    0,    0,    1,    1,    0,    0,    1,    1,
2020149,    0,    0,    1,    1,    0,    0,    1,    1,
2020150,    0,    0,    1,    1,    0,    0,    1,    1,
2020151,    0,    0,    1,    1,    0,    0,    1,    1,
2020152,    0,    0,    1,    1,    0,    0,    1,    1,
2020153,    0,    0,    1,    1,    0,    0,    1,    1,
2020154,    0,    0,    1,    1,    0,    0,    1,    1,
2020155,    0,    0,    1,    1,    0,    0,    1,    1,
2020156,    0,    0,    1,    1,    0,    0,    1,    1,
2020157,    0,    0,    1,    1,    0,    0,    1,    1,
2020158,    0,    0,    1,    1,    0,    0,    1,    1,
2020159,    0,    0,    1,    1,    0,    0,    1,    1,
2020160,    0,    0,    1,    1,    0,    0,    1,    1,
2020161,    0,    0,    1,    1,    0,    0,    1,    1,
2020162,    0,    0,    1,    1,    0,    0,    1,    1,
2020163,    0,    0,    1,    1,    0,    0,    1,    1,
2020164,    0,    0,    1,    1,    0,    0,    1,    1,
2020165,    0,    0,    1,    1,    0,    0,    1,    1,
2020166,    0,    0,    1,    1,    0,    0,    1,    1,
2020167,    0,    0,    1,    1,    0,    0,    1,    1,
2020168,    0,    0,    1,    1,    0,    0,    1,    1,
2020169,    0,    0,    1,    1,    0,    0,    1,    1,
2020170,    0,    0,    1,    1,    0,    0,    1,    1,
2020171,    0,    0,    1,    1,    0,    0,    1,    1,
2020172,    0,    0,    1,    1,    0,    0,    1,    1,
2020173,    0,    0,    1,    1,    0,    0,    1,    1,
2020174,    0,    0,    1,    1,    0,    0,    1,    1,
2020175,    0,    0,    1,    1,    0,    0,    1,    1,
2020176,    0,    0,    1,    1,    0,    0,    1,    1,
2020177,    0,    0,    1,    1,    0,    0,    1,    1,
2020178,    0,    0,    1,    1,    0,    0,    1,    1,
2020179,    0,    0,    1,    1,    0,    0,    1,    1,
2020180,    0,    0,    1,    1,    0,    0,    1,    1,
2020181,    0,    0,    1,    1,    0,    0,    1,    1,
2020182,    0,    0,    1,    1,    0,    0,    1,    1,
2020183,    0,    0,    1,    1,    0,    0,    1,    1,
2020184,    0,    0,    1,    1,    0,    0,    1,    1,
2020185,    0,    0,    1,    1,    0,    0,    1,    1,
2020186,    0,    0,    1,    1,    0,    0,    1,    1,
2020187,    0,    0,    1,    1,    0,    0,    1,    1,
2020188,    0,    0,    1,    1,    0,    0,    1,    1,
2020189,    0,    0,    1,    1,    0,    0,    1,    1,
2020190,    0,    0,    1,    1,    0,    0,    1,    1,
2020191,    0,    0,    1,    1,    0,    0,    1,    1,
2020192,    0,    0,    1,    1,    0,    0,    1,    1,
2020193,    0,    0,    1,    1,    0,    0,    1,    1,
2020194,    0,    0,    1,    1,    0,    0,    1,    1,
2020195,    0,    0,    1,    1,    0,    0,    1,    1,
2020196,    0,    0,    1,    1,    0,    0,    1,    1,
2020197,    0,    0,    1,    1,    0,    0,    1,    1,
2020198,    0,    0,    1,    1,    0,    0,    1,    1,
2020199,    0,    0,    1,    1,    0,    0,    1,    1,
2020200,    0,    0,    1,    1,    0,    0,    1,    1,
2020201,    0,    0,    1,    1,    0,    0,    1,    1,
2020202,    0,    0,    1,    1,    0,    0,    1,    1,
2020203,    0,    0,    1,    1,    0,    0,    1,    1,
2020204,    0,    0,    1,    1,    0,    0,    1,    1,
2020205,    0,    0,    1,    1,    0,    0,    1,    1,
2020206,    0,    0,    1,    1,    0,    0,    1,    1,
2020207,    0,    0,    1,    1,    0,    0,    1,    1,
2020208,    0,    0,    1,    1,    0,    0,    1,    1,
2020209,    0,    0,    1,    1,    0,    0,    1,    1,
2020210,    0,    0,    1,    1,    0,    0,    1,    1,
2020211,    0,    0,    1,    1,    0,    0,    1,    1,
2020212,    0,    0,    1,    1,    0,    0,    1,    1,
2020213,    0,    0,    1,    1,    0,    0,    1,    1,
2020214,    0,    0,    1,    1,    0,    0,    1,    1,
2020215,    0,    0,    1,    0,    0,    0,    1,    1,
2020216,    0,    0,    1,    0,    0,    0,    1,    1,
2020217,    0,    0,    1,    0,    0,    0,    1,    1,
2020218,    0,    0,    1,    0,    0,    0,    1,    1,
2020219,    0,    0,    1,    0,    0,    0,    1,    1,
2020220,    0,    0,    1,    0,    0,    0,    1,    1,
2020221,    0,    0,    1,    0,    0,    0,    1,    1,
2020222,    0,    0,    1,    0,    0,    0,    1,    1,
2020223,    0,    0,    1,    0,    0,    0,    1,    0,
2020224,    0,    0,    1,    0,    0,    0,    1,    0,
2020225,    0,    0,    1,    0,    0,    0,    1,    0,
2020226,    0,    0,    1,    0,    0,    0,    1,    0,
2020227,    0,    0,    1,    0,    0,    0,    1,    0,
2020228,    0,    0,    1,    0,    0,    0,    1,    0,
2020229,    0,    0,    1,    0,    0,    0,    1,    0,
2020230,    0,    0,    1,    0,    0,    0,    1,    0,
2020231,    0,    0,    1,    0,    0,    0,    1,    0,
2020232,    0,    0,    1,    0,    0,    0,    1,    0,
2020233,    0,    0,    1,    0,    0,    0,    1,    0,
2020234,    0,    0,    1,    0,    0,    0,    1,    0,
2020235,    0,    0,    1,    0,    0,    0,    1,    0,
2020236,    0,    0,    1,    0,    0,    0,    1,    0,
2020237,    0,    0,    1,    0,    0,    0,    1,    0,
2020238,    0,    0,    1,    0,    0,    0,    1,    0,
2020239,    0,    0,    1,    0,    0,    0,    1,    0,
2020240,    0,    0,    1,    0,    0,    0,    1,    0,
2020241,    0,    0,    1,    0,    0,    0,    1,    0,
2020242,    0,    0,    1,    0,    0,    0,    1,    0,
2020243,    0,    0,    1,    0,    0,    0,    1,    0,
2020244,    0,    0,    1,    0,    0,    0,    1,    0,
2020245,    0,    0,    1,    0,    0,    0,    1,    0,
2020246,    0,    0,    1,    0,    0,    0,    1,    0,
2020247,    0,    0,    1,    0,    0,    0,    1,    0,
2020248,    0,    0,    1,    0,    0,    0,    1,    0,
2020249,    0,    0,    1,    0,    0,    0,    1,    0,
2020250,    0,    0,    1,    0,    0,    0,    1,    0,
2020251,    0,    0,    1,    0,    0,    0,    1,    0,
2020252,    0,    0,    1,    0,    0,    0,    1,    0,
2020253,    0,    0,    1,    0,    0,    0,    1,    0,
2020254,    0,    0,    1,    0,    0,    0,    1,    0,
2020255,    0,    0,    1,    0,    0,    0,    1,    0,
2020256,    0,    0,    1,    0,    0,    0,    1,    0,
2020257,    0,    0,    1,    0,    0,    0,    1,    0,
2020258,    0,    0,    1,    0,    0,    0,    1,    0,
2020259,    0,    0,    1,    0,    0,    0,    1,    0,
2020260,    0,    0,    1,    0,    0,    0,    1,    0,
2020261,    0,    0,    1,    0,    0,    0,    1,    1,
2020262,    1,    0,    1,    1,    0,    0,    1,    1,
2020263,    1,    0,    1,    1,    0,    0,    1,    1,
2020264,    1,    0,    1,    1,    0,    0,    1,    1,
2020265,    1,    0,    1,    1,    0,    0,    1,    1,
2020266,    1,    0,    1,    1,    0,    0,    1,    1,
2020267,    1,    0,    1,    1,    0,    0,    1,    1,
2020268,    1,    0,    1,    1,    0,    0,    1,    1,
2020269,    1,    0,    1,    1,    0,    0,    1,    1,
2020270,    1,    0,    1,    1,    0,    0,    1,    1,
2020271,    1,    0,    1,    1,    0,    0,    1,    1,
2020272,    1,    0,    1,    1,    0,    0,    1,    1,
2020273,    1,    0,    1,    1,    0,    0,    1,    1,
2020274,    1,    0,    1,    1,    0,    0,    1,    1,
2020275,    1,    0,    1,    1,    0,    0,    1,    1,
2020276,    1,    0,    1,    1,    0,    0,    1,    1,
2020277,    1,    0,    1,    1,    0,    0,    1,    1,
2020278,    1,    0,    1,    1,    0,    0,    1,    1,
2020279,    1,    0,    1,    1,    0,    0,    1,    1,
2020280,    1,    0,    1,    1,    0,    0,    1,    1,
2020281,    1,    0,    1,    1,    0,    0,    1,    1,
2020282,    1,    0,    1,    1,    0,    0,    1,    1,
2020283,    1,    0,    1,    1,    0,    0,    1,    1,
2020284,    1,    0,    1,    1,    0,    0,    1,    1,
2020285,    1,    0,    1,    1,    0,    0,    1,    1,
2020286,    1,    0,    1,    1,    0,    0,    1,    1,
2020287,    1,    0,    1,    1,    0,    0,    1,    1,
2020288,    1,    0,    1,    1,    0,    0,    1,    1,
2020289,    1,    0,    1,    1,    0,    0,    1,    1,
2020290,    1,    0,    1,    1,    0,    0,    1,    1,
2020291,    1,    0,    1,    1,    0,    0,    1,    1,
2020292,    1,    0,    1,    1,    0,    0,    1,    1,
2020293,    1,    0,    1,    1,    0,    0,    1,    1,
2020294,    1,    0,    1,    1,    0,    0,    1,    1,
2020295,    1,    0,    1,    1,    0,    0,    1,    1,
2020296,    1,    0,    1,    1,    0,    0,    1,    1,
2020297,    1,    0,    1,    1,    0,    0,    1,    1,
2020298,    1,    0,    1,    1,    0,    0,    1,    1,
2020299,    1,    0,    1,    1,    0,    0,    1,    1,
2020300,    1,    0,    1,    1,    0,    0,    1,    1,
2020301,    1,    0,    1,    1,    0,    0,    1,    1,
2020302,    1,    0,    1,    1,    0,    0,    1,    1,
2020303,    1,    0,    1,    0,    0,    0,    1,    1,
2020304,    1,    0,    1,    0,    0,    0,    1,    1,
2020305,    1,    0,    1,    0,    0,    0,    1,    1,
2020306,    1,    0,    1,    0,    0,    0,    1,    1,
2020307,    1,    0,    1,    0,    0,    0,    1,    1,
2020308,    1,    0,    1,    0,    0,    0,    1,    1,
2020309,    1,    0,    1,    0,    0,    0,    1,    1,
2020310,    1,    0,    1,    0,    0,    0,    1,    1,
2020311,    1,    0,    1,    0,    0,    0,    1,    1,
2020312,    1,    0,    1,    0,    0,    0,    1,    1,
2020313,    1,    0,    1,    0,    0,    0,    1,    1,
2020314,    1,    0,    1,    0,    0,    0,    1,    1,
2020315,    1,    0,    1,    0,    0,    0,    1,    1,
2020316,    1,    0,    1,    0,    0,    0,    1,    1,
2020317,    1,    0,    1,    0,    0,    0,    1,    1,
2020318,    1,    0,    1,    0,    0,    0,    1,    1,
2020319,    1,    0,    1,    0,    0,    0,    1,    1,
2020320,    1,    0,    1,    0,    0,    0,    1,    1,
2020321,    1,    0,    1,    0,    0,    0,    1,    1,
2020322,    1,    0,    1,    0,    0,    0,    1,    1,
2020323,    1,    0,    1,    0,    0,    0,    1,    1,
2020324,    1,    0,    1,    0,    0,    0,    1,    1,
2020325,    1,    0,    1,    0,    0,    0,    1,    1,
2020326,    1,    0,    1,    0,    0,    0,    1,    1,
2020327,    1,    0,    1,    0,    0,    0,    1,    1,
2020328,    0,    0,    1,    0,    0,    0,    1,    1,
2020329,    0,    0,    1,    0,    0,    0,    1,    1,
2020330,    0,    0,    1,    0,    0,    0,    1,    1,
2020331,    0,    0,    1,    0,    0,    0,    0,    0,
2020332,    0,    0,    1,    0,    0,    0,    0,    0,
2020333,    0,    0,    1,    0,    0,    0,    0,    0,
2020334,    0,    0,    1,    0,    0,    0,    0,    0,
2020335,    0,    0,    1,    0,    0,    0,    0,    0,
2020336,    0,    0,    1,    0,    0,    0,    0,    0,
2020337,    0,    0,    1,    0,    0,    0,    0,    0,
2020338,    0,    0,    1,    0,    0,    0,    0,    0,
2020339,    0,    0,    1,    0,    0,    0,    0,    0,
2020340,    0,    0,    1,    0,    0,    0,    0,    0,
2020341,    0,    0,    1,    0,    0,    0,    0,    0,
2020342,    0,    0,    1,    0,    0,    0,    0,    0,
2020343,    0,    0,    1,    0,    0,    0,    0,    0,
2020344,    0,    0,    1,    0,    0,    0,    0,    0,
2020345,    1,    0,    1,    0,    0,    0,    0,    0,
2020346,    1,    0,    1,    0,    0,    0,    0,    0,
2020347,    0,    0,    0,    0,    0,    0,    0,    0,
2020348,    0,    0,    0,    0,    0,    0,    0,    0,
2020349,    0,    0,    0,    0,    0,    0,    0,    0,
2020350,    0,    0,    0,    0,    0,    0,    0,    0,
2020351,    0,    0,    0,    0,    0,    0,    0,    0,
2020352,    0,    0,    0,    0,    0,    0,    0,    0,
2020353,    0,    0,    0,    0,    0,    0,    0,    0,
2020354,    0,    0,    0,    0,    0,    0,    0,    0,
2020355,    0,    0,    0,    0,    0,    0,    0,    0,
2020356,    0,    0,    0,    0,    0,    0,    0,    0,
2020357,    0,    0,    0,    0,    0,    0,    0,    0,
2020358,    0,    0,    0,    0,    0,    0,    0,    0,
2020359,    0,    0,    0,    0,    0,    0,    0,    0,
2020360,    0,    0,    0,    0,    0,    0,    0,    0,
2020361,    0,    0,    0,    0,    0,    0,    0,    0,
2020362,    0,    0,    0,    0,    0,    0,    0,    0,
2020363,    0,    0,    0,    0,    0,    0,    0,    0,
2020364,    0,    0,    0,    0,    0,    0,    0,    0,
2020365,    0,    0,    0,    0,    0,    0,    0,    0,
2020366,    0,    0,    0,    0,    0,    0,    0,    0,
2021001,    0,    0,    0,    0,    0,    0,    0,    0,
2021002,    0,    0,    0,    0,    0,    0,    0,    0,
2021003,    0,    0,    0,    0,    0,    0,    0,    0,
2021004,    0,    0,    0,    0,    0,    0,    0,    0,
2021005,    0,    0,    0,    0,    0,    0,    0,    0,
2021006,    0,    0,    0,    0,    0,    0,    0,    0,
2021007,    0,    0,    0,    0,    0,    0,    0,    0,
2021008,    0,    0,    0,    0,    0,    0,    0,    0,
2021009,    0,    0,    0,    0,    0,    0,    0,    0,
2021010,    0,    0,    0,    0,    0,    0,    0,    0,
2021011,    0,    0,    0,    0,    0,    0,    0,    0,
2021012,    0,    0,    0,    0,    0,    0,    0,    0,
2021013,    0,    0,    0,    0,    0,    0,    0,    0,
2021014,    0,    0,    0,    0,    0,    0,    0,    0,
2021015,    0,    0,    0,    0,    0,    0,    0,    0,
2021016,    0,    0,    0,    0,    0,    0,    0,    0,
2021017,    0,    0,    0,    0,    0,    0,    0,    0,
2021018,    0,    0,    0,    0,    0,    0,    0,    0,
2021019,    0,    0,    0,    0,    0,    0,    0,    0,
2021020,    0,    0,    0,    0,    0,    0,    0,    0,
2021021,    0,    0,    0,    0,    0,    0,    0,    0,
2021022,    0,    0,    0,    0,    0,    0,    0,    0,
2021023,    0,    0,    0,    0,    0,    0,    0,    0,
2021024,    0,    0,    0,    0,    0,    0,    0,    0,
2021025,    0,    0,    0,    0,    0,    0,    0,    0,
2021026,    0,    0,    0,    0,    0,    0,    0,    0,
2021027,    0,    0,    0,    0,    0,    0,    0,    0,
2021028,    0,    0,    0,    0,    0,    0,    0,    0,
2021029,    0,    0,    0,    0,    0,    0,    0,    0,
2021030,    0,    0,    0,    0,    0,    0,    0,    0,
2021031,    0,    0,    0,    0,    0,    0,    0,    0,
2021032,    0,    0,    0,    0,    0,    0,    0,    0,
2021033,    0,    0,    0,    0,    0,    0,    0,    0,
2021034,    0,    0,    0,    0,    0,    0,    0,    0,
2021035,    0,    0,    0,    0,    0,    0,    0,    0,
2021036,    0,    0,    0,    0,    0,    0,    0,    0,
